date,T2M,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
1996-11-01,2.57,0.0,68.83,1.88,9.82
1996-11-02,4.73,0.0,67.39,1.42,9.53
1996-11-03,4.84,0.01,72.07,2.12,7.05
1996-11-04,3.85,0.38,78.76,3.07,8.13
1996-11-05,1.46,0.02,80.03,1.75,8.54
1996-11-06,4.74,0.52,81.55,4.53,8.3
1996-11-07,3.11,0.33,74.76,1.6,5.3
1996-11-08,7.23,0.03,84.16,2.45,6.44
1996-11-09,6.87,0.01,77.75,1.14,7.21
1996-11-10,4.96,0.01,83.63,1.46,7.06
1996-11-11,7.12,0.08,78.81,1.9,6.97
1996-11-12,6.56,0.69,81.39,1.18,5.68
1996-11-13,7.08,5.7,82.16,2.42,6.12
1996-11-14,4.45,0.27,86.28,1.05,7.76
1996-11-15,3.08,0.2,77.67,1.7,4.45
1996-11-16,2.92,2.0,84.49,4.1,3.74
1996-11-17,4.37,7.5,86.89,3.77,5.33
1996-11-18,2.5,5.16,93.95,1.48,5.42
1996-11-19,-2.82,13.4,90.0,3.28,2.57
1996-11-20,-3.66,0.82,89.62,1.8,4.29
1996-11-21,-3.15,2.51,87.46,3.09,6.19
1996-11-22,-2.96,1.34,86.63,1.3,7.44
1996-11-23,-5.36,2.0,86.55,3.06,4.11
1996-11-24,-2.74,7.28,94.13,1.58,5.49
1996-11-25,-2.23,0.28,97.17,0.84,6.57
1996-11-26,-0.61,1.52,93.49,0.83,3.24
1996-11-27,0.89,10.5,97.27,2.48,2.57
1996-11-28,1.66,1.22,94.88,3.69,4.06
1996-11-29,-1.08,0.05,90.61,0.97,4.96
1996-11-30,2.07,3.38,98.47,2.55,1.54
1996-12-01,1.88,1.99,86.29,4.86,2.68
1996-12-02,-0.6,2.64,94.76,3.42,3.03
1996-12-03,-3.01,5.2,85.79,1.46,6.27
1996-12-04,-1.95,5.63,92.17,3.41,2.12
1996-12-05,0.91,0.3,97.51,3.36,4.19
1996-12-06,0.08,3.54,96.27,2.86,3.44
1996-12-07,0.49,4.07,93.78,3.47,2.53
1996-12-08,2.42,8.38,99.65,1.16,2.44
1996-12-09,1.44,3.88,96.34,2.47,3.28
1996-12-10,4.23,3.72,88.6,4.63,2.72
1996-12-11,1.93,4.57,84.84,3.71,4.25
1996-12-12,0.63,0.23,91.92,2.23,3.35
1996-12-13,1.42,3.4,88.46,3.9,1.49
1996-12-14,-0.67,0.01,85.92,1.68,4.8
1996-12-15,-0.65,0.1,84.37,1.78,3.39
1996-12-16,-3.28,0.0,76.67,3.62,4.04
1996-12-17,-6.59,0.0,73.87,3.99,3.69
1996-12-18,-5.64,0.07,83.17,1.57,2.47
1996-12-19,-4.52,1.8,85.18,1.08,2.2
1996-12-20,-1.06,2.83,96.24,0.83,2.29
1996-12-21,-0.44,1.91,96.48,1.41,3.55
1996-12-22,-3.78,0.02,88.2,2.96,4.88
1996-12-23,-6.01,4.85,84.47,1.2,3.48
1996-12-24,-5.72,7.06,88.11,3.31,2.1
1996-12-25,-10.39,7.26,89.38,4.32,5.27
1996-12-26,-14.89,6.0,96.29,2.71,2.33
1996-12-27,-5.68,2.46,96.04,2.77,3.92
1996-12-28,-8.92,1.71,97.88,2.4,2.17
1996-12-29,-4.25,12.5,97.14,3.44,2.14
1996-12-30,1.69,10.5,96.95,2.74,2.25
1996-12-31,4.06,7.51,96.87,4.65,3.04
1997-01-01,6.24,2.9,94.72,5.27,3.78
1997-01-02,4.89,1.69,95.5,3.51,2.42
1997-01-03,1.48,0.43,88.65,3.82,4.11
1997-01-04,-0.63,0.18,88.9,1.58,3.01
1997-01-05,-0.96,0.18,82.56,1.6,6.0
1997-01-06,-0.38,0.78,90.78,4.17,2.43
1997-01-07,1.81,0.17,96.54,3.82,3.84
1997-01-08,1.28,0.11,93.89,1.46,3.84
1997-01-09,1.84,0.11,94.83,0.9,3.17
1997-01-10,1.15,0.23,91.76,1.06,2.96
1997-01-11,-3.84,0.01,58.18,6.71,6.1
1997-01-12,-9.37,0.01,58.0,5.8,5.73
1997-01-13,-9.04,0.0,65.14,3.75,5.38
1997-01-14,-7.97,0.03,71.02,2.02,5.41
1997-01-15,-7.14,0.08,82.06,3.72,6.06
1997-01-16,-5.78,2.95,78.76,3.28,5.42
1997-01-17,0.13,6.57,97.22,1.73,1.85
1997-01-18,1.28,1.91,97.88,1.31,2.99
1997-01-19,1.29,0.73,95.76,1.22,3.12
1997-01-20,0.85,2.36,97.1,2.07,3.62
1997-01-21,1.03,1.49,88.36,1.75,5.77
1997-01-22,-1.09,5.94,95.61,1.97,4.82
1997-01-23,-0.76,0.11,88.73,4.75,5.3
1997-01-24,-2.46,0.02,83.46,3.36,6.24
1997-01-25,-10.49,0.07,74.32,5.3,3.75
1997-01-26,-12.92,0.0,74.02,3.53,4.28
1997-01-27,-7.55,4.13,85.8,3.43,4.63
1997-01-28,-3.68,0.86,96.63,0.83,8.01
1997-01-29,-0.48,1.61,97.76,1.13,2.95
1997-01-30,1.89,7.71,98.48,2.84,5.28
1997-01-31,1.76,7.95,98.72,1.22,7.85
1997-02-01,1.24,1.76,95.8,1.62,7.81
1997-02-02,0.42,0.19,85.85,1.3,8.27
1997-02-03,0.16,0.21,84.82,3.43,9.48
1997-02-04,-2.94,0.0,78.9,4.21,9.85
1997-02-05,-3.19,0.0,79.59,2.38,7.45
1997-02-06,-4.7,0.01,84.71,3.39,8.4
1997-02-07,-5.21,0.0,83.13,3.17,8.75
1997-02-08,-3.71,0.0,81.78,2.07,9.17
1997-02-09,-1.96,0.0,84.23,3.09,8.72
1997-02-10,0.09,1.45,85.02,1.05,8.06
1997-02-11,-0.52,5.79,93.18,2.57,6.06
1997-02-12,1.19,0.93,89.12,4.53,8.47
1997-02-13,2.0,0.91,89.35,3.5,10.53
1997-02-14,3.35,2.24,96.35,3.58,8.33
1997-02-15,4.81,0.65,88.39,2.27,5.23
1997-02-16,5.32,0.23,80.32,1.94,8.41
1997-02-17,4.85,1.62,80.59,4.25,9.99
1997-02-18,1.59,3.66,93.11,2.37,6.47
1997-02-19,3.71,2.84,83.93,4.77,6.3
1997-02-20,2.33,0.31,78.13,3.34,12.72
1997-02-21,1.01,0.1,85.29,1.13,9.08
1997-02-22,0.8,0.0,79.22,2.04,12.46
1997-02-23,2.45,0.01,77.12,2.11,10.85
1997-02-24,4.07,0.01,69.7,1.44,12.95
1997-02-25,4.83,0.02,74.93,1.66,10.52
1997-02-26,3.47,0.33,77.65,3.27,8.58
1997-02-27,0.27,0.08,77.34,2.6,13.1
1997-02-28,0.75,0.2,75.95,1.69,12.29
1997-03-01,1.92,7.63,96.48,4.41,2.9
1997-03-02,2.22,0.6,86.3,3.82,9.22
1997-03-03,1.48,0.12,80.02,2.06,13.66
1997-03-04,0.49,0.08,77.09,2.67,13.96
1997-03-05,1.96,0.54,83.04,1.83,8.82
1997-03-06,4.45,1.35,85.52,3.83,5.71
1997-03-07,5.52,1.38,70.27,4.9,14.74
1997-03-08,3.39,0.2,67.2,2.05,15.06
1997-03-09,6.15,3.4,79.36,5.59,9.89
1997-03-10,4.01,0.66,77.18,1.82,9.84
1997-03-11,3.86,0.49,78.38,2.1,9.37
1997-03-12,2.91,0.76,74.09,2.84,12.5
1997-03-13,-0.96,0.6,64.38,4.03,13.57
1997-03-14,-0.84,0.94,62.22,3.69,15.61
1997-03-15,0.49,6.89,91.18,3.39,5.74
1997-03-16,7.15,6.28,84.8,2.27,11.94
1997-03-17,7.79,3.23,74.23,3.03,12.46
1997-03-18,9.19,5.34,83.12,1.92,5.95
1997-03-19,12.03,2.82,84.97,2.77,6.59
1997-03-20,8.27,0.53,70.69,3.48,16.88
1997-03-21,5.12,0.04,69.04,1.51,15.17
1997-03-22,7.05,0.08,65.39,1.63,13.75
1997-03-23,6.26,0.03,67.82,3.57,18.02
1997-03-24,4.54,0.0,65.81,1.69,13.53
1997-03-25,9.86,0.0,59.98,1.79,19.49
1997-03-26,9.58,0.33,68.45,3.45,14.54
1997-03-27,6.23,1.05,62.69,3.28,17.66
1997-03-28,5.31,0.63,63.79,4.71,19.53
1997-03-29,5.19,0.0,69.5,2.14,18.39
1997-03-30,8.4,0.29,59.08,4.3,14.28
1997-03-31,4.64,0.05,63.18,4.22,15.52
1997-04-01,4.08,0.05,57.94,3.4,20.25
1997-04-02,4.8,0.0,60.93,1.62,18.48
1997-04-03,5.4,0.28,58.84,4.5,16.2
1997-04-04,3.58,0.02,55.3,4.34,18.73
1997-04-05,3.51,0.0,54.04,3.84,22.14
1997-04-06,6.84,0.02,49.81,1.84,22.5
1997-04-07,8.04,0.0,57.5,2.02,22.7
1997-04-08,6.72,0.26,64.94,2.26,19.93
1997-04-09,6.73,0.57,72.24,2.59,18.72
1997-04-10,3.05,0.03,54.7,5.14,21.91
1997-04-11,3.66,0.0,55.69,3.44,23.49
1997-04-12,7.08,0.03,57.61,2.17,22.16
1997-04-13,6.51,1.22,77.06,3.88,10.51
1997-04-14,6.94,1.33,83.87,2.25,13.75
1997-04-15,11.35,0.23,73.92,1.88,16.05
1997-04-16,12.27,0.37,72.53,3.15,13.3
1997-04-17,10.11,0.01,55.68,1.96,21.31
1997-04-18,9.25,0.68,70.86,1.6,9.6
1997-04-19,11.56,5.32,81.38,3.7,11.38
1997-04-20,11.16,2.3,60.43,5.77,25.38
1997-04-21,9.46,0.94,56.84,0.82,23.14
1997-04-22,10.37,5.57,63.13,1.63,22.57
1997-04-23,9.6,2.94,68.22,3.03,14.22
1997-04-24,9.12,0.25,70.75,1.6,14.12
1997-04-25,11.82,0.27,65.04,1.14,16.03
1997-04-26,15.69,0.72,63.53,2.61,19.82
1997-04-27,11.69,4.31,56.0,4.2,22.71
1997-04-28,8.03,0.22,73.14,2.45,18.95
1997-04-29,10.17,0.65,65.94,2.67,22.69
1997-04-30,8.44,1.47,65.91,3.76,18.35
1997-05-01,7.12,0.44,65.69,2.99,20.66
1997-05-02,9.3,0.4,57.87,2.69,22.73
1997-05-03,9.17,1.39,73.82,2.5,11.61
1997-05-04,11.45,0.22,68.62,2.56,24.12
1997-05-05,14.23,0.1,61.1,1.88,19.3
1997-05-06,12.03,0.14,60.59,3.1,25.51
1997-05-07,11.85,0.0,55.84,1.23,27.57
1997-05-08,14.75,0.0,48.22,2.24,27.77
1997-05-09,17.23,0.03,50.44,1.95,25.18
1997-05-10,17.85,0.01,51.5,2.6,28.02
1997-05-11,19.16,0.01,54.8,3.28,25.95
1997-05-12,21.08,0.0,56.8,1.97,26.53
1997-05-13,21.71,0.01,56.13,1.91,28.54
1997-05-14,22.85,0.02,52.03,1.13,25.19
1997-05-15,21.85,0.08,60.01,2.05,24.79
1997-05-16,21.54,0.0,52.85,2.77,28.38
1997-05-17,17.3,0.02,47.42,3.23,28.35
1997-05-18,16.18,0.04,43.59,2.72,29.29
1997-05-19,18.76,0.0,42.62,3.28,23.26
1997-05-20,14.34,0.04,46.85,3.65,25.56
1997-05-21,14.99,0.0,49.73,1.79,26.31
1997-05-22,15.44,0.15,54.41,2.88,28.36
1997-05-23,13.77,3.0,70.1,1.97,12.43
1997-05-24,14.19,5.15,63.6,1.19,19.07
1997-05-25,12.42,5.45,78.48,1.62,11.85
1997-05-26,11.87,2.69,86.29,1.72,14.46
1997-05-27,16.94,0.1,64.88,1.41,20.73
1997-05-28,17.84,1.75,71.87,1.65,19.94
1997-05-29,19.01,1.38,72.65,1.52,25.02
1997-05-30,18.99,6.08,74.84,1.43,15.05
1997-05-31,19.41,3.11,70.33,2.97,17.4
1997-06-01,15.64,0.05,59.59,2.81,23.86
1997-06-02,16.33,0.01,57.43,1.92,31.32
1997-06-03,16.28,2.66,74.06,3.49,12.0
1997-06-04,16.22,4.35,66.24,2.75,14.8
1997-06-05,16.96,0.05,55.86,1.44,28.28
1997-06-06,18.13,0.01,50.68,1.76,30.06
1997-06-07,18.71,0.04,51.32,2.03,27.61
1997-06-08,17.7,0.0,46.29,1.44,31.75
1997-06-09,21.15,0.0,40.46,0.99,31.65
1997-06-10,21.71,0.08,44.38,1.76,24.47
1997-06-11,19.56,0.83,56.87,3.23,17.85
1997-06-12,17.24,6.44,65.96,2.22,17.9
1997-06-13,20.77,0.02,59.1,2.08,31.5
1997-06-14,21.95,0.02,58.53,1.51,30.73
1997-06-15,23.47,0.0,56.17,2.83,30.72
1997-06-16,21.34,0.1,55.03,2.9,24.92
1997-06-17,20.87,0.36,59.44,3.23,15.42
1997-06-18,18.0,0.0,49.85,3.78,26.66
1997-06-19,16.07,0.01,51.41,2.95,29.03
1997-06-20,16.25,0.12,52.04,2.25,31.0
1997-06-21,15.47,0.48,54.89,3.97,20.69
1997-06-22,14.15,0.19,57.67,3.46,29.42
1997-06-23,14.46,0.17,61.75,2.67,21.6
1997-06-24,16.94,0.06,57.05,1.73,29.94
1997-06-25,21.12,0.14,49.61,3.05,24.38
1997-06-26,17.24,0.05,48.19,3.23,31.67
1997-06-27,17.65,0.0,46.93,2.03,31.07
1997-06-28,19.55,0.49,48.45,1.13,27.82
1997-06-29,18.47,0.7,57.47,2.42,24.75
1997-06-30,17.58,2.15,59.59,1.73,27.95
1997-07-01,18.16,0.65,57.86,2.18,26.18
1997-07-02,19.23,0.05,53.22,1.3,27.75
1997-07-03,21.37,0.0,48.88,2.01,31.18
1997-07-04,24.02,0.0,47.14,3.17,30.82
1997-07-05,23.34,0.09,51.08,4.1,24.62
1997-07-06,21.12,0.03,51.67,3.44,25.09
1997-07-07,20.31,0.08,52.64,2.4,29.43
1997-07-08,20.95,1.36,61.1,3.08,14.8
1997-07-09,20.2,2.67,56.85,3.82,23.94
1997-07-10,14.8,0.17,57.77,3.26,28.31
1997-07-11,17.02,0.02,55.13,1.81,25.27
1997-07-12,19.1,0.0,52.84,2.29,30.52
1997-07-13,20.31,0.0,54.93,1.58,29.3
1997-07-14,21.98,0.07,51.39,1.46,25.3
1997-07-15,22.97,0.0,54.02,2.6,29.61
1997-07-16,22.05,0.13,49.03,1.29,29.04
1997-07-17,24.31,0.24,43.98,2.36,21.07
1997-07-18,22.96,0.0,46.94,1.83,29.66
1997-07-19,24.53,0.0,46.01,1.23,29.29
1997-07-20,25.96,0.13,49.18,1.88,28.82
1997-07-21,25.32,0.07,49.82,3.95,23.48
1997-07-22,21.01,0.0,49.22,2.46,29.03
1997-07-23,21.36,0.04,46.8,2.51,29.54
1997-07-24,21.0,0.04,45.59,2.58,29.3
1997-07-25,20.26,0.0,46.64,2.29,29.12
1997-07-26,21.22,0.01,43.44,1.57,28.75
1997-07-27,23.39,0.03,41.89,1.71,28.73
1997-07-28,24.65,0.64,52.45,2.76,28.48
1997-07-29,23.08,8.72,64.36,1.99,8.37
1997-07-30,21.97,3.66,62.49,2.52,25.15
1997-07-31,23.55,0.04,51.69,1.69,25.92
1997-08-01,24.12,0.04,51.98,1.4,28.59
1997-08-02,25.39,0.13,49.13,2.17,28.14
1997-08-03,26.66,0.04,45.27,2.43,28.17
1997-08-04,27.16,0.0,47.54,1.4,28.14
1997-08-05,27.73,0.04,51.07,1.55,27.35
1997-08-06,28.2,0.06,50.56,2.6,26.97
1997-08-07,24.66,0.0,48.77,3.42,25.94
1997-08-08,20.38,0.05,47.11,2.88,26.21
1997-08-09,20.49,0.04,45.09,4.7,26.53
1997-08-10,20.98,0.0,43.38,3.4,26.97
1997-08-11,23.52,0.02,41.4,2.18,26.6
1997-08-12,25.46,0.0,41.11,1.22,23.58
1997-08-13,24.72,0.05,51.47,1.31,23.02
1997-08-14,25.42,0.0,53.33,3.61,26.09
1997-08-15,23.01,0.01,45.18,4.32,21.39
1997-08-16,22.22,0.08,48.63,3.32,21.4
1997-08-17,23.51,0.01,43.39,2.0,23.61
1997-08-18,23.01,0.06,47.61,2.09,23.57
1997-08-19,22.16,0.0,48.9,1.55,24.52
1997-08-20,23.22,0.02,50.67,4.03,12.06
1997-08-21,22.56,0.0,52.0,1.88,23.74
1997-08-22,25.17,0.0,41.88,1.18,24.35
1997-08-23,22.54,0.11,53.74,2.73,22.82
1997-08-24,19.06,3.21,64.13,2.44,12.04
1997-08-25,20.02,0.06,57.7,1.79,17.99
1997-08-26,21.46,0.04,53.3,3.13,19.64
1997-08-27,19.06,0.08,52.16,2.14,18.52
1997-08-28,18.14,1.08,60.51,1.81,13.19
1997-08-29,19.76,0.0,55.28,1.79,21.18
1997-08-30,21.33,0.0,50.34,1.43,21.79
1997-08-31,21.83,0.03,51.42,1.2,20.52
1997-09-01,23.52,0.08,49.83,2.07,21.56
1997-09-02,21.72,3.24,60.8,1.25,11.08
1997-09-03,18.91,4.04,70.33,2.41,5.34
1997-09-04,19.72,0.04,59.42,1.28,21.7
1997-09-05,19.96,0.06,55.6,2.8,18.99
1997-09-06,16.88,0.0,51.09,1.23,21.02
1997-09-07,18.72,0.0,44.05,1.87,21.03
1997-09-08,19.75,0.02,46.36,2.81,21.62
1997-09-09,21.57,0.02,45.85,2.23,19.45
1997-09-10,20.43,0.1,48.16,1.77,12.11
1997-09-11,18.04,0.24,62.75,2.95,14.86
1997-09-12,15.13,0.04,60.74,3.09,18.11
1997-09-13,16.4,0.2,56.32,2.39,14.73
1997-09-14,16.36,2.48,68.93,2.37,9.9
1997-09-15,13.16,1.9,75.99,4.98,14.53
1997-09-16,12.66,3.94,74.93,4.48,12.06
1997-09-17,15.01,3.99,64.62,5.91,11.17
1997-09-18,13.02,1.69,73.3,2.33,10.9
1997-09-19,13.3,0.0,64.72,2.37,18.23
1997-09-20,14.59,0.01,55.28,2.39,18.95
1997-09-21,17.28,0.01,50.29,2.31,18.67
1997-09-22,17.29,0.03,46.6,1.7,18.39
1997-09-23,18.4,0.02,51.68,1.63,18.06
1997-09-24,20.33,0.0,49.77,2.38,17.89
1997-09-25,20.66,0.25,52.08,2.57,16.97
1997-09-26,16.36,1.18,61.3,5.65,14.45
1997-09-27,13.28,0.01,61.48,4.24,14.1
1997-09-28,14.93,0.0,67.66,2.31,15.89
1997-09-29,17.83,0.0,57.57,1.56,16.79
1997-09-30,17.44,0.17,63.0,3.1,5.22
1997-10-01,17.13,1.78,62.56,3.92,3.76
1997-10-02,12.26,0.89,64.17,5.07,10.79
1997-10-03,12.0,1.53,76.68,4.67,9.42
1997-10-04,12.57,0.68,74.11,6.36,10.5
1997-10-05,10.24,0.31,67.13,3.08,12.19
1997-10-06,8.48,0.0,60.9,1.6,11.66
1997-10-07,8.0,1.38,64.4,2.04,14.25
1997-10-08,7.96,6.75,75.56,3.39,6.15
1997-10-09,9.41,1.23,70.74,4.29,7.09
1997-10-10,7.8,0.1,65.94,1.79,13.14
1997-10-11,7.49,0.09,64.1,2.87,12.96
1997-10-12,6.98,0.01,67.56,2.33,11.35
1997-10-13,9.55,0.04,76.38,2.08,13.68
1997-10-14,11.05,0.01,69.1,1.14,12.87
1997-10-15,12.34,0.01,61.59,1.92,12.15
1997-10-16,12.76,0.0,52.16,1.13,13.59
1997-10-17,12.75,0.03,63.0,2.06,13.04
1997-10-18,9.04,0.0,72.84,1.14,11.25
1997-10-19,9.28,0.0,59.97,2.76,13.05
1997-10-20,8.25,0.0,59.84,1.92,12.15
1997-10-21,7.99,0.01,63.27,1.14,11.96
1997-10-22,7.78,0.03,75.03,1.99,10.08
1997-10-23,5.4,0.17,71.24,2.65,9.16
1997-10-24,4.65,0.0,67.14,1.41,10.51
1997-10-25,5.24,0.02,62.14,1.52,9.12
1997-10-26,5.37,1.0,64.85,1.68,5.47
1997-10-27,6.09,0.68,85.07,1.24,8.26
1997-10-28,7.84,1.42,79.67,3.11,5.85
1997-10-29,9.34,13.14,80.71,4.87,9.08
1997-10-30,10.98,7.97,83.31,6.27,4.55
1997-10-31,8.3,0.15,78.04,4.01,9.94
1997-11-01,5.88,0.04,85.5,1.77,10.71
1997-11-02,5.65,0.01,75.86,2.38,8.35
1997-11-03,6.79,0.39,82.33,2.18,4.15
1997-11-04,8.07,0.08,86.94,1.4,6.48
1997-11-05,8.87,0.01,82.3,1.32,6.57
1997-11-06,7.92,2.96,86.76,1.25,4.6
1997-11-07,6.84,8.32,90.63,2.59,4.1
1997-11-08,6.06,0.21,71.95,3.79,5.22
1997-11-09,4.72,0.0,70.33,3.88,9.27
1997-11-10,3.67,0.03,67.35,4.2,8.61
1997-11-11,1.99,0.0,64.15,3.25,8.96
1997-11-12,0.7,0.0,74.57,1.29,6.58
1997-11-13,1.72,0.0,65.48,3.18,8.65
1997-11-14,0.68,0.01,63.77,2.76,7.88
1997-11-15,1.29,0.0,65.99,2.12,6.8
1997-11-16,1.77,0.57,69.61,1.64,4.14
1997-11-17,3.9,2.17,92.47,3.15,2.87
1997-11-18,3.93,0.43,85.2,2.25,3.97
1997-11-19,4.88,8.49,89.17,3.55,2.01
1997-11-20,7.09,2.3,83.44,5.33,6.62
1997-11-21,3.41,0.23,86.8,1.76,7.6
1997-11-22,2.39,0.16,81.16,2.73,3.77
1997-11-23,6.92,7.37,83.71,3.86,2.3
1997-11-24,5.83,0.33,85.41,2.53,6.49
1997-11-25,3.45,2.38,89.65,1.9,3.67
1997-11-26,1.38,0.03,83.03,2.57,4.82
1997-11-27,1.14,0.02,93.18,2.47,2.6
1997-11-28,4.4,0.23,91.04,2.61,2.88
1997-11-29,4.75,0.42,82.56,2.72,3.89
1997-11-30,3.41,0.02,87.7,1.95,5.69
1997-12-01,0.73,0.06,92.69,1.25,4.06
1997-12-02,0.05,0.1,81.59,3.53,6.28
1997-12-03,-0.44,0.0,76.2,2.51,4.85
1997-12-04,-1.0,0.0,78.26,1.92,4.88
1997-12-05,-1.4,0.0,80.21,2.98,5.67
1997-12-06,-1.91,0.08,82.19,2.57,5.11
1997-12-07,0.88,4.0,84.61,2.09,3.14
1997-12-08,-1.2,1.24,95.81,1.79,2.52
1997-12-09,-1.64,0.07,90.58,1.31,4.84
1997-12-10,0.09,1.96,95.11,1.14,3.21
1997-12-11,-0.44,0.2,93.45,1.36,2.23
1997-12-12,-2.1,0.01,82.39,2.09,2.4
1997-12-13,-3.33,0.0,85.15,2.57,1.39
1997-12-14,-0.36,0.95,84.12,2.06,5.06
1997-12-15,0.25,1.85,91.95,2.36,3.11
1997-12-16,3.81,9.57,98.68,4.98,1.39
1997-12-17,2.31,0.18,94.11,4.41,4.71
1997-12-18,-0.68,0.04,83.79,1.87,5.69
1997-12-19,-0.8,0.04,79.76,1.84,2.47
1997-12-20,-0.48,0.22,79.16,2.25,2.04
1997-12-21,-1.17,0.18,87.93,1.54,4.56
1997-12-22,-2.43,0.0,81.46,1.59,3.25
1997-12-23,-2.15,0.62,87.49,1.04,3.24
1997-12-24,-2.95,0.03,89.93,1.18,5.61
1997-12-25,-4.35,0.11,90.06,1.17,2.59
1997-12-26,-3.94,0.12,87.35,2.21,1.34
1997-12-27,-1.37,0.27,95.1,2.05,3.2
1997-12-28,1.52,2.0,98.15,3.41,3.04
1997-12-29,1.21,0.13,98.6,2.36,5.49
1997-12-30,0.5,0.09,97.1,1.35,3.45
1997-12-31,0.21,0.19,93.57,1.87,2.62
1998-01-01,4.14,1.07,89.92,4.68,2.11
1998-01-02,-0.17,0.29,73.62,2.14,5.61
1998-01-03,-1.22,1.23,83.75,2.43,2.31
1998-01-04,0.17,0.67,91.51,2.74,2.8
1998-01-05,2.0,0.71,82.75,6.08,2.75
1998-01-06,1.62,0.42,79.01,4.62,3.42
1998-01-07,0.77,1.9,84.97,2.93,5.42
1998-01-08,-2.18,0.06,74.89,2.67,5.53
1998-01-09,-6.49,0.01,70.87,3.49,2.97
1998-01-10,-11.07,0.43,63.56,5.37,2.39
1998-01-11,-14.67,1.2,60.55,4.81,5.14
1998-01-12,-11.57,2.14,76.36,3.9,2.41
1998-01-13,-6.01,3.07,95.44,1.19,3.0
1998-01-14,1.0,6.04,96.99,4.65,1.94
1998-01-15,-0.02,0.07,94.29,3.31,5.23
1998-01-16,0.21,2.84,91.78,1.94,4.2
1998-01-17,2.83,2.33,95.63,3.83,5.18
1998-01-18,3.03,0.77,90.9,3.75,2.21
1998-01-19,1.67,3.61,96.65,3.14,2.95
1998-01-20,0.85,0.29,91.69,1.62,7.22
1998-01-21,1.14,1.66,90.64,1.89,3.52
1998-01-22,0.75,7.56,95.22,1.17,3.61
1998-01-23,4.22,6.82,91.19,3.78,3.11
1998-01-24,3.57,1.08,91.88,3.75,3.03
1998-01-25,4.17,1.37,87.44,2.78,6.34
1998-01-26,4.34,1.67,92.59,1.79,7.94
1998-01-27,3.98,2.17,88.85,1.49,6.03
1998-01-28,3.16,0.12,89.21,3.45,5.5
1998-01-29,3.17,0.27,87.98,2.8,2.72
1998-01-30,2.19,0.1,89.64,1.76,5.8
1998-01-31,1.48,0.07,82.4,3.17,8.51
1998-02-01,2.65,2.9,79.97,3.16,7.94
1998-02-02,2.63,0.49,88.68,2.26,3.91
1998-02-03,4.26,3.18,86.0,4.52,2.24
1998-02-04,4.02,0.8,92.45,2.09,5.11
1998-02-05,3.21,0.19,86.29,1.73,5.4
1998-02-06,5.34,0.43,76.7,4.04,2.45
1998-02-07,5.85,0.09,78.86,2.13,7.69
1998-02-08,6.05,0.36,78.2,4.21,5.65
1998-02-09,3.12,0.18,78.0,2.5,9.87
1998-02-10,1.36,0.69,89.15,3.35,2.91
1998-02-11,3.13,1.55,85.36,1.5,7.26
1998-02-12,4.32,6.69,87.91,3.79,1.96
1998-02-13,3.83,2.43,81.12,3.71,9.32
1998-02-14,2.74,3.03,85.64,3.04,3.79
1998-02-15,1.78,1.05,92.93,1.08,7.51
1998-02-16,2.7,0.01,74.19,2.77,10.67
1998-02-17,3.83,0.36,70.21,2.07,9.03
1998-02-18,4.67,0.07,73.02,2.67,9.92
1998-02-19,5.63,2.02,79.6,2.42,4.33
1998-02-20,5.04,2.33,78.77,3.28,5.61
1998-02-21,5.32,1.54,74.8,5.65,5.43
1998-02-22,2.91,0.16,76.4,3.09,11.32
1998-02-23,3.17,0.25,73.71,2.59,9.33
1998-02-24,1.41,0.42,67.81,3.13,13.77
1998-02-25,0.63,1.47,88.68,1.81,5.5
1998-02-26,0.25,0.3,77.65,0.97,12.0
1998-02-27,0.06,0.11,73.06,1.46,13.04
1998-02-28,1.2,0.87,82.1,2.38,6.52
1998-03-01,3.88,4.67,90.8,1.19,4.74
1998-03-02,2.87,3.56,92.97,2.34,5.94
1998-03-03,2.09,0.28,78.07,2.53,12.77
1998-03-04,1.79,0.25,74.66,0.65,12.22
1998-03-05,1.85,0.03,68.57,2.02,11.29
1998-03-06,-0.13,0.0,61.19,3.29,12.59
1998-03-07,1.56,0.09,60.95,2.16,10.72
1998-03-08,1.94,1.25,78.04,1.68,10.38
1998-03-09,3.31,1.48,92.14,3.34,5.82
1998-03-10,6.04,0.18,84.74,1.98,8.0
1998-03-11,7.71,0.0,74.62,1.89,14.11
1998-03-12,9.7,0.0,69.96,3.53,16.55
1998-03-13,10.05,0.0,71.29,1.93,16.65
1998-03-14,8.83,0.03,73.7,1.8,15.63
1998-03-15,9.18,0.05,73.27,1.55,14.62
1998-03-16,6.86,0.07,66.85,3.53,13.43
1998-03-17,5.21,0.0,67.7,2.06,14.26
1998-03-18,5.97,0.0,59.97,2.32,14.26
1998-03-19,6.17,0.01,60.51,2.48,14.83
1998-03-20,8.2,0.09,62.34,2.02,17.89
1998-03-21,9.01,0.95,74.7,2.56,9.08
1998-03-22,10.11,4.63,85.98,3.21,9.98
1998-03-23,8.06,4.67,90.03,3.06,4.42
1998-03-24,10.0,0.13,66.85,1.6,17.57
1998-03-25,8.53,0.36,71.09,1.9,17.14
1998-03-26,6.49,0.15,67.17,4.3,15.17
1998-03-27,3.76,0.04,65.18,2.44,18.03
1998-03-28,3.55,0.01,57.29,3.17,19.29
