date,T2M,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
2022-09-11,19.86,0.0,34.46,1.06,10.2
2022-09-12,19.12,0.12,47.15,1.26,5.71
2022-09-13,20.01,0.15,52.57,1.26,13.75
2022-09-14,19.48,0.36,55.11,2.13,10.37
2022-09-15,18.16,0.0,57.84,1.45,13.94
2022-09-16,17.63,0.01,53.8,2.81,15.22
2022-09-17,15.24,3.36,49.09,1.68,14.93
2022-09-18,16.8,1.03,62.51,2.21,12.35
2022-09-19,18.25,0.0,61.51,1.45,17.28
2022-09-20,17.86,0.0,37.83,4.85,18.62
2022-09-21,17.26,0.0,42.64,3.16,13.51
2022-09-22,17.07,0.17,52.51,3.82,15.02
2022-09-23,15.45,0.0,57.12,1.9,15.61
2022-09-24,18.02,0.0,45.17,0.83,17.0
2022-09-25,18.97,0.0,43.56,2.14,16.84
2022-09-26,20.33,0.0,40.75,2.05,16.96
2022-09-27,20.84,0.0,36.67,2.09,16.74
2022-09-28,18.28,0.87,50.31,2.12,10.1
2022-09-29,16.5,1.67,66.21,1.92,7.75
2022-09-30,16.42,0.13,69.13,1.22,11.85
2022-10-01,18.38,0.0,61.19,2.81,15.45
2022-10-02,19.51,0.0,51.49,1.25,15.38
2022-10-03,19.91,0.0,50.5,1.82,14.32
2022-10-04,19.82,0.0,50.62,1.45,14.57
2022-10-05,18.43,0.0,57.1,1.31,14.44
2022-10-06,18.99,0.0,50.18,2.16,14.23
2022-10-07,18.75,0.0,52.79,2.44,11.77
2022-10-08,18.93,0.0,49.72,1.18,13.55
2022-10-09,17.73,0.0,49.34,1.15,13.65
2022-10-10,16.89,0.0,52.35,2.62,10.1
2022-10-11,16.36,0.0,52.94,2.31,14.39
2022-10-12,16.39,0.0,52.74,1.33,13.4
2022-10-13,16.5,0.0,46.32,1.99,13.74
2022-10-14,16.38,0.0,43.23,1.0,12.73
2022-10-15,16.49,0.0,47.42,3.26,13.2
2022-10-16,15.23,0.0,44.16,3.12,13.49
2022-10-17,14.78,0.0,41.26,1.1,13.35
2022-10-18,14.21,0.0,50.34,1.1,12.62
2022-10-19,13.67,0.0,57.49,1.14,12.05
2022-10-20,12.56,0.13,62.02,1.16,5.13
2022-10-21,8.1,6.48,74.99,2.75,3.13
2022-10-22,7.8,2.89,61.97,1.98,10.95
2022-10-23,6.82,0.04,60.28,2.03,10.36
2022-10-24,7.2,3.45,75.32,4.19,6.57
2022-10-25,7.24,0.92,76.74,3.88,7.25
2022-10-26,7.45,1.01,67.07,2.98,9.3
2022-10-27,8.29,0.0,66.97,3.98,10.07
2022-10-28,9.88,0.45,63.72,3.28,6.58
2022-10-29,9.51,0.0,75.77,1.84,9.94
2022-10-30,10.24,0.33,80.25,3.38,5.45
2022-10-31,11.28,4.56,79.47,4.66,4.64
2022-11-01,5.76,10.36,86.3,1.22,3.69
2022-11-02,3.64,0.43,79.71,2.37,7.62
2022-11-03,2.54,2.64,83.09,2.79,4.82
2022-11-04,6.85,10.11,90.32,6.8,2.17
2022-11-05,6.01,0.31,62.55,5.59,8.92
2022-11-06,5.05,3.18,74.96,4.04,2.59
2022-11-07,3.08,1.67,82.44,3.66,5.54
2022-11-08,0.79,0.0,65.3,5.38,6.68
2022-11-09,-1.98,0.0,60.29,3.3,9.43
2022-11-10,-1.71,0.0,66.34,1.61,7.2
2022-11-11,-0.62,0.0,77.2,2.55,4.72
2022-11-12,0.28,0.0,69.95,1.67,7.72
2022-11-13,-1.16,0.0,81.83,1.17,5.17
2022-11-14,-0.76,0.0,75.51,2.08,5.19
2022-11-15,-0.77,0.0,81.12,2.4,4.99
2022-11-16,-1.09,0.0,78.16,2.47,3.09
2022-11-17,-0.5,0.0,55.1,4.76,7.95
2022-11-18,-2.95,0.0,49.1,2.78,8.21
2022-11-19,-3.02,0.0,60.51,2.47,7.16
2022-11-20,-3.23,0.0,72.41,1.22,5.1
2022-11-21,-1.79,0.0,63.23,0.98,6.26
2022-11-22,-1.42,6.82,79.58,1.57,1.27
2022-11-23,-0.24,0.16,97.38,1.49,4.37
2022-11-24,0.17,0.01,85.28,1.9,5.79
2022-11-25,-0.04,1.39,84.02,1.24,0.96
2022-11-26,-0.98,0.12,92.15,2.03,3.88
2022-11-27,0.85,0.22,77.81,3.66,6.83
2022-11-28,-2.35,0.47,70.67,2.99,4.2
2022-11-29,-6.01,1.6,72.86,2.19,3.04
2022-11-30,1.02,7.19,93.48,3.92,2.36
2022-12-01,-2.86,0.16,81.62,2.27,4.5
2022-12-02,-6.5,0.0,76.46,1.28,3.01
2022-12-03,-4.27,0.0,77.61,3.45,6.1
2022-12-04,-6.25,1.27,83.52,3.39,2.27
2022-12-05,-4.27,0.17,86.14,0.6,3.96
2022-12-06,-3.96,0.1,92.44,1.26,3.64
2022-12-07,-3.01,0.09,95.48,1.17,3.61
2022-12-08,-1.66,8.67,93.08,2.35,2.13
2022-12-09,-1.7,2.14,92.5,2.52,3.48
2022-12-10,1.24,8.51,94.05,3.49,1.74
2022-12-11,-0.36,0.48,95.47,2.37,3.29
2022-12-12,-2.95,0.02,86.72,3.54,5.86
2022-12-13,-5.76,0.0,79.05,1.61,4.24
2022-12-14,-3.54,0.98,85.09,1.81,5.47
2022-12-15,-7.82,0.0,87.19,2.92,5.19
2022-12-16,-5.9,0.0,88.73,1.34,3.68
2022-12-17,-6.03,0.03,90.85,0.75,4.5
2022-12-18,-2.95,0.2,91.71,2.71,4.37
2022-12-19,-7.15,0.3,71.41,3.03,4.59
2022-12-20,-8.45,1.57,87.86,2.99,4.56
2022-12-21,-14.05,0.0,67.3,5.04,5.76
2022-12-22,-17.69,0.03,71.52,5.32,5.66
2022-12-23,-12.34,4.26,92.5,2.24,4.16
2022-12-24,-7.09,5.82,96.9,1.49,3.25
2022-12-25,-0.22,2.28,99.35,1.02,1.91
2022-12-26,1.83,10.17,98.73,2.26,3.4
2022-12-27,4.76,8.32,89.74,6.85,1.37
2022-12-28,1.43,0.23,87.88,4.06,3.16
2022-12-29,0.28,0.86,93.87,1.54,2.59
2022-12-30,1.99,4.91,95.53,2.68,4.3
2022-12-31,1.28,0.83,94.27,2.09,4.09
2023-01-01,-0.01,0.15,92.51,0.91,3.16
2023-01-02,-0.94,0.02,87.89,1.79,3.94
2023-01-03,-1.15,0.06,80.71,0.75,3.63
2023-01-04,-0.73,0.17,84.38,3.28,4.48
2023-01-05,1.64,0.44,88.76,4.01,4.48
2023-01-06,1.91,0.05,92.69,1.55,5.13
2023-01-07,3.15,1.21,80.91,2.72,2.62
2023-01-08,2.89,3.42,88.83,2.48,0.97
2023-01-09,1.3,3.63,91.7,2.26,1.44
2023-01-10,1.59,0.1,91.47,2.64,5.86
2023-01-11,2.54,0.32,88.4,1.8,4.0
2023-01-12,5.04,12.51,90.83,3.05,2.57
2023-01-13,5.57,1.04,87.23,1.89,2.03
2023-01-14,4.97,1.58,89.32,2.36,3.34
2023-01-15,3.09,0.56,92.83,2.65,4.3
2023-01-16,2.85,0.63,86.37,1.32,4.22
2023-01-17,0.33,0.06,91.16,1.01,3.07
2023-01-18,1.71,3.18,92.96,2.3,2.42
2023-01-19,-0.17,0.06,81.61,1.33,7.26
2023-01-20,-0.71,0.0,87.82,1.08,4.98
2023-01-21,-0.52,1.92,83.15,1.82,4.92
2023-01-22,0.35,0.13,79.82,0.76,6.5
2023-01-23,-0.07,0.0,82.57,1.27,3.87
2023-01-24,0.12,0.06,82.8,0.73,4.46
2023-01-25,0.4,0.01,87.64,0.37,6.63
2023-01-26,1.0,0.21,92.52,1.23,4.82
2023-01-27,2.36,1.34,87.29,3.35,7.98
2023-01-28,-2.23,0.05,56.84,6.5,5.78
2023-01-29,-7.6,0.0,47.47,3.94,8.63
2023-01-30,-6.68,0.0,56.26,1.5,8.09
2023-01-31,-3.22,0.22,61.14,0.74,4.15
2023-02-01,-1.29,0.02,72.1,0.9,3.58
2023-02-02,-1.35,0.0,78.55,1.44,7.04
2023-02-03,0.57,0.03,79.87,2.67,3.83
2023-02-04,3.09,0.35,87.99,1.93,4.96
2023-02-05,2.22,3.24,90.58,2.45,4.0
2023-02-06,3.2,0.06,84.85,3.55,4.36
2023-02-07,3.0,1.59,89.38,4.47,4.07
2023-02-08,2.3,0.01,70.48,2.6,10.13
2023-02-09,1.46,0.0,72.56,2.47,6.89
2023-02-10,1.83,0.0,83.22,1.84,8.13
2023-02-11,2.73,0.0,76.6,1.21,10.37
2023-02-12,2.82,0.01,79.95,2.01,8.12
2023-02-13,2.9,0.15,78.09,3.8,8.48
2023-02-14,0.67,0.33,73.59,2.67,10.64
2023-02-15,-0.19,0.0,71.23,1.48,10.97
2023-02-16,1.13,0.0,56.39,1.77,9.29
2023-02-17,1.75,0.04,73.14,2.36,9.67
2023-02-18,2.87,0.33,78.46,1.97,11.21
2023-02-19,3.62,0.07,79.01,3.67,9.41
2023-02-20,5.83,0.55,79.15,5.8,7.75
2023-02-21,2.75,0.54,66.34,4.58,7.81
2023-02-22,-5.21,1.32,54.24,7.31,6.53
2023-02-23,-9.37,0.12,48.33,7.65,8.72
2023-02-24,-7.56,0.0,56.78,2.56,10.77
2023-02-25,-3.87,0.0,67.31,1.18,11.03
2023-02-26,-0.21,1.33,72.11,4.1,9.77
2023-02-27,0.19,0.98,76.22,2.46,8.21
2023-02-28,0.65,1.31,77.44,2.69,8.1
2023-03-01,-0.2,0.01,72.39,2.01,12.58
2023-03-02,1.57,0.49,71.32,5.34,14.39
2023-03-03,0.98,0.11,76.32,3.69,14.13
2023-03-04,2.14,0.41,62.38,2.84,10.53
2023-03-05,2.02,2.54,73.4,1.54,10.06
2023-03-06,0.93,3.01,72.33,1.72,6.33
2023-03-07,2.07,0.01,66.31,1.94,14.91
2023-03-08,2.24,1.16,71.49,2.36,13.42
2023-03-09,2.12,0.2,68.92,3.2,14.9
2023-03-10,0.96,8.87,81.47,3.45,3.28
2023-03-11,1.96,0.07,76.4,2.06,16.32
2023-03-12,4.09,0.73,78.06,2.51,12.6
2023-03-13,5.54,5.62,90.25,4.06,6.54
2023-03-14,2.58,0.12,73.3,2.56,15.9
2023-03-15,3.06,0.02,64.9,2.53,17.65
2023-03-16,3.47,0.0,60.76,2.62,17.22
2023-03-17,5.27,0.0,59.72,2.41,17.15
2023-03-18,7.25,0.0,55.16,2.04,17.93
2023-03-19,6.98,0.0,60.2,2.28,13.12
2023-03-20,6.46,4.0,79.99,1.41,7.24
2023-03-21,6.5,0.09,66.83,2.36,17.02
2023-03-22,6.43,0.0,56.51,2.79,19.67
2023-03-23,5.62,0.79,69.62,4.12,12.61
2023-03-24,3.33,0.18,68.53,2.78,14.12
2023-03-25,1.29,0.17,71.93,1.6,15.17
2023-03-26,3.38,0.04,61.2,1.27,12.29
2023-03-27,3.76,0.05,66.03,2.72,12.43
2023-03-28,6.05,0.1,59.88,4.36,13.01
2023-03-29,6.04,0.54,72.4,2.06,11.8
2023-03-30,6.64,0.07,68.48,1.99,16.05
2023-03-31,4.52,1.54,75.87,3.87,12.2
2023-04-01,5.33,1.84,65.18,5.05,16.05
2023-04-02,2.82,1.02,76.73,2.17,15.19
2023-04-03,3.23,1.11,68.75,1.11,14.68
2023-04-04,3.69,0.19,60.65,1.39,17.33
2023-04-05,4.96,0.0,53.01,2.08,21.31
2023-04-06,7.57,0.13,58.68,3.03,12.28
2023-04-07,8.9,4.94,78.94,3.34,8.65
2023-04-08,7.86,0.0,66.57,2.84,13.3
2023-04-09,11.25,4.15,70.14,3.07,8.9
2023-04-10,10.79,9.61,89.17,1.52,6.78
2023-04-11,6.76,3.53,63.03,4.3,19.27
2023-04-12,5.3,0.04,55.61,1.26,19.4
2023-04-13,6.19,0.03,57.7,1.75,19.73
2023-04-14,7.19,0.1,55.46,1.26,19.48
2023-04-15,9.35,0.0,50.76,1.52,15.98
2023-04-16,8.79,1.44,64.89,3.05,9.46
2023-04-17,6.37,1.37,64.45,2.19,20.24
2023-04-18,6.01,0.35,60.73,3.9,20.61
2023-04-19,5.19,0.39,64.32,2.6,18.97
2023-04-20,4.81,3.6,69.23,2.78,15.83
2023-04-21,7.68,0.39,66.69,1.94,19.29
2023-04-22,10.57,0.01,59.06,1.78,20.98
2023-04-23,11.72,2.86,67.31,3.09,11.81
2023-04-24,9.91,0.76,62.96,2.89,18.52
2023-04-25,10.53,0.0,61.86,1.88,25.37
2023-04-26,14.5,0.0,56.2,2.21,21.49
2023-04-27,15.4,0.0,47.31,2.31,24.19
2023-04-28,16.74,0.0,47.8,2.25,26.58
2023-04-29,20.06,0.0,47.79,1.43,25.21
2023-04-30,19.53,0.0,55.0,2.61,24.55
2023-05-01,15.33,1.14,61.72,1.83,19.5
2023-05-02,15.22,0.06,68.09,1.69,24.48
2023-05-03,21.34,0.01,59.51,1.74,25.74
2023-05-04,17.33,8.69,69.75,3.82,21.96
2023-05-05,12.25,1.54,70.89,2.33,6.62
2023-05-06,12.91,0.19,61.09,2.12,12.71
2023-05-07,13.07,0.13,59.64,2.68,22.74
2023-05-08,14.13,0.54,56.12,2.12,21.19
2023-05-09,12.62,2.18,72.39,2.0,18.28
2023-05-10,15.8,0.4,54.06,1.05,24.93
2023-05-11,17.73,0.01,47.52,0.9,26.36
2023-05-12,20.31,0.0,40.49,1.47,28.77
2023-05-13,21.88,0.0,46.45,4.26,28.35
2023-05-14,22.99,0.0,48.32,4.65,27.8
2023-05-15,23.16,0.22,53.79,2.7,23.89
2023-05-16,20.61,1.45,64.49,1.36,17.62
2023-05-17,21.93,0.07,59.94,1.28,25.28
2023-05-18,23.93,0.01,54.05,1.76,25.04
2023-05-19,25.97,0.0,46.88,0.96,26.48
2023-05-20,25.25,0.1,54.63,1.72,27.34
2023-05-21,22.41,0.65,55.59,3.92,21.99
2023-05-22,15.65,0.12,48.81,3.54,20.36
2023-05-23,15.33,0.04,50.92,1.58,26.25
2023-05-24,17.9,0.26,38.95,1.32,24.46
2023-05-25,18.83,0.14,42.58,1.43,21.98
2023-05-26,20.26,0.09,50.96,1.51,23.35
2023-05-27,20.73,2.42,49.22,1.17,20.57
2023-05-28,21.41,0.09,52.71,1.47,28.07
2023-05-29,20.95,0.0,46.98,2.32,30.1
2023-05-30,19.4,0.0,46.94,2.75,28.0
2023-05-31,16.73,0.0,44.97,3.1,30.64
2023-06-01,16.6,0.0,45.54,1.67,30.89
2023-06-02,20.11,0.0,35.55,1.26,30.75
2023-06-03,22.18,0.0,39.1,1.5,31.17
2023-06-04,22.98,0.0,40.01,1.85,30.97
2023-06-05,22.3,0.0,32.76,2.53,31.7
2023-06-06,24.01,0.0,30.84,2.82,31.57
2023-06-07,25.64,0.0,35.68,1.55,26.78
2023-06-08,22.06,1.03,57.08,2.31,15.79
2023-06-09,19.95,1.46,67.47,3.21,9.16
2023-06-10,18.71,0.12,60.6,2.54,15.0
2023-06-11,22.45,0.0,51.95,1.09,25.49
2023-06-12,25.44,0.21,50.33,1.63,27.31
2023-06-13,23.25,0.1,49.5,3.83,24.93
2023-06-14,17.66,0.01,43.87,3.96,25.03
2023-06-15,19.01,0.0,44.46,1.98,28.41
2023-06-16,21.13,0.1,47.53,2.55,23.21
2023-06-17,19.21,0.03,48.52,3.42,27.02
2023-06-18,15.26,0.0,41.05,4.02,25.98
2023-06-19,13.85,0.16,48.38,2.95,25.31
2023-06-20,13.05,0.39,58.76,2.32,16.02
2023-06-21,16.39,0.1,50.55,1.54,21.74
2023-06-22,19.53,0.0,41.92,2.17,25.53
2023-06-23,21.98,0.0,41.08,2.66,29.8
2023-06-24,21.87,0.02,48.32,2.08,29.62
2023-06-25,23.07,0.0,45.29,2.17,27.81
2023-06-26,23.42,0.56,46.69,2.15,25.33
2023-06-27,21.97,1.49,61.53,2.29,23.3
2023-06-28,23.62,0.33,55.94,1.58,26.77
2023-06-29,26.66,0.03,45.47,2.0,29.21
2023-06-30,25.91,0.0,40.38,2.12,30.99
2023-07-01,24.16,0.0,35.72,3.09,31.43
2023-07-02,23.0,0.0,32.4,2.51,31.69
2023-07-03,23.56,0.0,30.63,2.87,31.24
2023-07-04,24.74,0.0,32.65,1.92,28.7
2023-07-05,25.68,0.0,33.49,1.4,25.11
2023-07-06,26.84,0.0,34.15,1.54,25.22
2023-07-07,28.46,0.0,34.77,1.6,26.85
2023-07-08,27.19,0.0,38.72,2.37,27.3
2023-07-09,27.62,0.05,39.73,2.53,24.65
2023-07-10,23.98,2.73,50.31,3.02,19.07
2023-07-11,22.6,0.0,41.28,2.01,30.06
2023-07-12,24.64,0.0,38.44,2.5,27.43
2023-07-13,24.64,0.0,40.61,1.9,29.63
2023-07-14,27.09,0.0,34.84,1.58,29.77
2023-07-15,29.73,0.0,25.69,1.41,29.97
2023-07-16,28.87,0.0,32.77,2.11,26.63
2023-07-17,23.16,0.0,40.71,4.32,30.07
2023-07-18,23.36,0.0,36.73,1.17,29.95
2023-07-19,26.54,0.0,32.01,1.69,29.56
2023-07-20,29.88,0.0,28.82,1.56,28.89
2023-07-21,28.0,0.0,39.29,2.42,28.76
2023-07-22,26.13,0.0,39.76,2.23,29.46
2023-07-23,27.71,0.0,35.78,2.06,28.82
2023-07-24,25.59,0.0,36.26,3.38,23.58
2023-07-25,22.72,0.0,39.9,3.36,24.88
2023-07-26,22.19,0.0,38.21,1.61,29.14
2023-07-27,24.5,0.0,28.44,1.43,26.68
2023-07-28,24.82,0.0,36.43,1.69,27.3
2023-07-29,26.38,0.01,32.81,2.06,27.52
2023-07-30,23.23,0.03,41.83,2.63,25.31
2023-07-31,22.58,0.0,37.8,1.94,28.19
2023-08-01,24.86,0.0,30.42,1.51,28.27
2023-08-02,26.07,0.0,28.75,1.69,28.05
2023-08-03,24.86,0.0,39.45,2.34,27.03
2023-08-04,24.49,0.01,44.89,2.73,20.12
2023-08-05,23.2,2.34,57.34,1.8,9.81
2023-08-06,22.42,2.3,66.38,1.8,18.43
2023-08-07,20.13,7.76,76.57,1.47,12.06
2023-08-08,22.57,0.0,54.31,2.18,22.42
2023-08-09,23.75,0.25,44.44,2.86,20.38
2023-08-10,21.87,0.01,47.69,2.05,26.7
2023-08-11,23.02,0.0,44.25,2.13,26.51
2023-08-12,24.01,0.0,45.8,1.66,23.96
2023-08-13,27.85,0.0,37.26,1.87,25.21
2023-08-14,30.59,0.0,33.26,1.63,25.53
2023-08-15,31.43,0.0,32.49,1.45,24.9
2023-08-16,30.24,0.0,33.86,1.39,25.6
2023-08-17,29.75,0.01,28.59,2.04,18.45
2023-08-18,24.88,0.0,32.96,3.96,26.16
2023-08-19,21.64,0.0,32.03,2.75,25.51
2023-08-20,22.46,0.0,38.36,2.05,22.27
2023-08-21,23.45,0.41,62.38,1.77,10.81
2023-08-22,19.75,2.11,57.7,2.88,14.85
2023-08-23,18.92,0.0,47.01,2.28,22.27
2023-08-24,20.8,0.0,38.35,2.46,22.25
2023-08-25,20.57,1.12,52.9,3.46,13.26
2023-08-26,25.04,0.0,46.76,2.77,20.93
2023-08-27,27.45,0.0,36.95,1.94,21.76
2023-08-28,27.58,0.0,34.23,1.82,21.69
2023-08-29,22.18,2.53,54.27,4.08,5.63
2023-08-30,19.36,0.89,54.44,3.97,8.31
2023-08-31,16.46,0.75,64.07,1.65,12.1
2023-09-01,19.93,1.88,59.12,1.29,18.88
2023-09-02,22.37,0.0,49.24,1.49,20.49
2023-09-03,22.39,0.26,48.34,2.91,12.72
2023-09-04,18.62,0.05,47.46,2.95,15.86
2023-09-05,17.89,0.0,53.59,2.2,21.54
2023-09-06,18.88,0.0,43.32,1.94,16.93
2023-09-07,19.25,0.08,54.27,1.63,19.88
2023-09-08,19.95,0.0,48.74,1.67,20.93
2023-09-09,21.04,0.0,41.08,2.18,20.85
2023-09-10,23.93,0.0,37.22,2.21,19.38
2023-09-11,21.17,0.0,48.63,1.6,12.98
2023-09-12,19.46,0.0,52.62,2.35,15.97
2023-09-13,19.59,0.0,51.73,1.71,20.29
2023-09-14,20.29,0.0,40.98,1.42,20.04
2023-09-15,20.94,0.0,33.46,1.79,20.3
2023-09-16,22.99,0.0,29.03,1.45,19.32
2023-09-17,18.22,0.0,40.11,1.86,11.55
2023-09-18,17.83,0.0,43.59,3.21,18.61
2023-09-19,14.82,0.0,48.6,1.68,17.08
2023-09-20,12.73,3.09,68.42,1.69,8.4
2023-09-21,14.94,0.35,56.45,3.95,13.72
2023-09-22,13.8,0.0,70.62,1.95,12.74
2023-09-23,15.36,0.24,53.83,2.18,12.22
2023-09-24,15.91,0.48,55.93,1.51,11.96
2023-09-25,17.35,1.11,52.02,3.39,7.91
2023-09-26,14.92,2.9,66.17,3.69,10.14
2023-09-27,12.89,3.74,65.98,4.75,8.5
2023-09-28,12.0,0.18,68.92,2.62,11.95
2023-09-29,10.37,0.16,66.84,1.34,12.58
2023-09-30,11.83,0.01,55.8,2.78,16.09
2023-10-01,12.96,0.01,56.99,2.77,16.47
2023-10-02,13.18,2.76,67.29,2.2,10.16
2023-10-03,14.99,0.24,70.32,1.82,14.16
2023-10-04,15.83,0.01,62.04,1.69,14.69
2023-10-05,17.53,0.0,58.12,1.28,15.38
2023-10-06,16.6,0.0,54.59,2.56,15.46
2023-10-07,17.5,0.0,52.59,2.38,15.15
2023-10-08,17.05,0.0,55.46,1.75,14.47
2023-10-09,15.56,0.0,58.39,2.68,8.18
2023-10-10,12.13,2.25,79.39,2.33,4.8
2023-10-11,9.23,1.27,84.95,2.73,8.79
2023-10-12,10.45,0.01,74.44,1.78,12.09
2023-10-13,12.27,0.0,59.86,1.84,12.32
2023-10-14,14.23,0.07,57.67,1.74,9.48
2023-10-15,15.8,0.0,56.05,1.63,8.14
2023-10-16,14.35,1.59,68.15,3.65,4.52
2023-10-17,11.52,0.01,63.12,1.75,11.03
2023-10-18,13.51,0.0,54.37,1.44,13.14
2023-10-19,15.24,0.0,54.15,1.57,12.85
2023-10-20,16.35,0.0,58.89,0.8,11.49
2023-10-21,14.54,0.0,72.65,1.1,9.36
2023-10-22,13.66,0.01,67.16,1.33,9.46
2023-10-23,9.92,0.0,62.04,2.46,10.95
2023-10-24,5.38,2.67,79.0,2.12,7.63
2023-10-25,4.35,6.62,73.82,3.25,3.38
2023-10-26,1.21,0.14,54.97,1.94,6.39
2023-10-27,0.4,0.05,59.17,2.35,9.48
2023-10-28,0.41,0.0,50.62,1.1,10.97
2023-10-29,0.5,0.0,54.48,2.33,10.49
2023-10-30,2.48,0.0,56.5,2.42,10.73
2023-10-31,2.84,0.0,61.35,1.92,8.51
2023-11-01,4.13,4.3,63.4,1.09,6.84
2023-11-02,6.56,8.8,94.3,1.92,3.67
2023-11-03,8.09,0.28,82.99,1.23,5.77
2023-11-04,10.38,10.6,94.74,2.73,2.36
2023-11-05,8.89,0.99,82.91,1.7,5.57
2023-11-06,8.02,6.1,90.21,3.31,2.57
2023-11-07,7.86,2.67,77.37,4.1,6.4
2023-11-08,4.82,0.0,79.4,1.16,8.77
2023-11-09,2.47,0.1,77.59,1.81,5.36
2023-11-10,3.69,0.2,84.44,1.93,3.36
2023-11-11,7.43,0.43,70.37,5.0,7.01
2023-11-12,7.24,0.0,81.54,2.19,4.51
2023-11-13,6.16,0.73,77.6,1.67,5.83
2023-11-14,3.62,0.21,84.67,1.76,7.57
2023-11-15,2.47,2.65,91.49,1.34,2.97
2023-11-16,0.38,0.03,79.76,2.09,7.52
2023-11-17,2.09,0.0,79.06,2.36,4.71
2023-11-18,2.41,0.35,91.25,2.1,3.71
2023-11-19,3.81,2.66,82.35,3.77,6.41
2023-11-20,2.24,0.12,83.53,2.43,4.82
2023-11-21,2.77,0.09,68.57,2.08,5.81
2023-11-22,3.96,1.69,80.55,1.35,6.63
2023-11-23,1.28,0.0,78.14,3.77,7.42
2023-11-24,0.6,0.0,65.5,2.59,7.62
2023-11-25,-1.39,0.0,74.29,1.29,5.83
2023-11-26,-1.45,0.0,76.8,2.28,3.37
2023-11-27,-1.25,0.0,74.71,1.96,4.47
2023-11-28,-1.97,0.0,74.73,1.11,4.74
2023-11-29,-3.51,0.04,78.01,1.02,2.34
2023-11-30,-2.59,0.81,76.93,1.12,2.31
2023-12-01,-2.29,5.14,95.7,2.22,1.44
2023-12-02,1.68,3.9,93.56,4.21,5.11
2023-12-03,1.88,4.42,97.77,2.1,1.81
2023-12-04,2.56,6.08,99.13,1.66,2.12
2023-12-05,8.79,12.83,97.13,3.23,0.98
2023-12-06,8.31,8.36,91.83,1.8,1.93
2023-12-07,4.25,5.01,87.75,4.17,3.54
2023-12-08,0.85,0.07,86.11,1.46,6.05
2023-12-09,-0.32,4.75,90.89,2.41,2.11
2023-12-10,3.75,5.63,98.94,1.8,2.04
2023-12-11,3.71,0.66,96.46,1.79,3.31
2023-12-12,2.11,0.13,91.91,2.09,3.42
2023-12-13,-0.49,0.0,87.99,2.41,2.95
2023-12-14,1.49,0.0,79.23,1.55,3.57
2023-12-15,0.48,0.0,84.65,1.57,4.12
2023-12-16,-1.09,0.0,89.56,1.02,1.26
2023-12-17,-0.36,0.0,86.33,1.96,2.99
2023-12-18,0.77,2.82,83.02,1.54,2.64
2023-12-19,2.51,4.39,97.18,1.46,1.1
2023-12-20,2.32,0.41,96.18,0.84,2.57
2023-12-21,2.55,0.06,97.06,1.44,2.19
2023-12-22,1.04,3.0,96.17,2.46,2.19
2023-12-23,-2.07,0.07,94.06,1.21,6.04
2023-12-24,-2.32,0.0,82.58,2.56,3.7
2023-12-25,-0.67,1.04,78.81,1.91,3.62
2023-12-26,1.13,1.5,93.74,2.12,2.38
2023-12-27,1.51,1.53,88.04,2.95,3.07
2023-12-28,1.3,0.0,93.95,1.78,4.44
2023-12-29,2.76,0.0,92.04,2.39,3.4
2023-12-30,2.42,1.03,94.87,1.18,3.28
2023-12-31,1.52,0.15,96.42,1.12,2.42
2024-01-01,0.68,0.06,96.09,2.05,3.11
2024-01-02,1.2,1.9,89.11,2.47,3.11
2024-01-03,1.12,1.58,94.51,1.35,2.38
2024-01-04,1.75,1.6,96.32,1.62,2.07
2024-01-05,2.21,0.21,92.17,3.16,3.61
2024-01-06,1.12,1.73,83.2,3.35,3.3
2024-01-07,-2.11,0.01,77.48,1.93,5.65
2024-01-08,-0.98,4.95,88.22,2.12,1.84
2024-01-09,2.65,4.8,88.76,7.21,3.52
2024-01-10,-0.89,0.28,84.27,2.22,4.33
2024-01-11,-2.1,1.39,64.69,4.54,4.34
2024-01-12,-14.19,0.01,37.98,5.83,4.89
2024-01-13,-15.78,0.01,46.11,5.29,4.89
2024-01-14,-12.09,0.04,62.22,1.62,4.78
2024-01-15,-11.6,0.0,59.81,3.72,5.51
2024-01-16,-9.02,1.86,73.55,2.67,4.32
2024-01-17,-7.88,5.05,95.76,1.54,2.42
2024-01-18,-8.14,1.19,81.51,4.8,2.93
2024-01-19,-4.97,1.72,88.21,4.36,3.1
2024-01-20,-1.04,1.78,94.68,2.86,2.22
2024-01-21,1.08,4.31,98.83,1.13,2.65
2024-01-22,2.24,2.23,97.71,1.85,2.47
2024-01-23,1.89,1.69,98.41,1.34,3.36
2024-01-24,1.26,2.7,97.62,1.62,1.96
2024-01-25,1.21,0.38,98.27,1.15,3.79
2024-01-26,2.18,1.02,89.62,1.42,6.45
2024-01-27,3.12,7.17,99.77,1.5,2.56
2024-01-28,6.53,1.91,94.83,2.32,5.08
2024-01-29,5.6,0.01,92.47,1.99,6.91
2024-01-30,4.67,0.08,94.6,2.03,4.13
2024-01-31,7.05,1.38,83.86,2.68,1.59
2024-02-01,6.73,1.84,90.72,1.46,2.97
2024-02-02,4.13,0.13,93.68,0.93,3.98
2024-02-03,2.21,0.39,90.74,0.65,4.76
2024-02-04,3.24,0.34,87.81,1.97,4.47
2024-02-05,4.32,3.17,89.38,3.17,3.54
