stationTriplet,stationId,stateCode,networkCode,name,dcoCode,countyName,huc,elevation,latitude,longitude,dataTimeZone,pedonCode,shefId,operator,beginDate,endDate,associatedHucs
2118:MT:SCAN,2118,MT,SCAN,Violett,GC,Liberty,100302040502,3210.0,48.43578,-111.18423,-7.0,34000,VIOM8,NRCS,2006-10-20 00:00,2100-01-01 00:00,"['100302031802', '100302031803', '100302040604']"
2003:WI:SCAN,2003,WI,SCAN,Wabeno #1,GC,Forest,040301050103,1580.0,45.47351,-88.58584,-6.0,17217,WABW3,NRCS,1993-10-01 00:00,2100-01-01 00:00,"['040301040203', '040301050102', '040301050104', '040301050401']"
2099:HI:SCAN,2099,HI,SCAN,Waimea Plain,GC,Hawaii,200100000201,3040.0,20.0096,-155.5979,-10.0,32499,WPLH1,NRCS,2005-02-17 00:00,2100-01-01 00:00,"['200100000106', '200100000202', '200100001407']"
2009:FL:SCAN,2009,FL,SCAN,Wakulla #1,GC,Leon,031200010702,90.0,30.30585,-84.42477,-5.0,18824,WAKF1,NRCS,1993-10-01 00:00,2100-01-01 00:00,"['031200010701', '031200010703', '031200010704', '031200010801', '031200010802']"
2026:AZ:SCAN,2026,AZ,SCAN,Walnut Gulch #1,GC,Cochise,150502020707,4500.0,31.74368,-110.05185,-7.0,24357,WGHA3,NRCS,1999-03-19 00:00,2100-01-01 00:00,"['150502020901', '150502020904', '150502020905']"
2013:GA:SCAN,2013,GA,SCAN,Watkinsville #1,GC,Oconee,030701010305,760.0,33.88333,-83.43333,-5.0,19305,WKSG1,NRCS,1993-10-01 00:00,2100-01-01 00:00,"['030701010306', '030701010307', '030701010601', '030701010605', '030701010704', '030701011002']"
1234:AK:SCAN,1234,AK,SCAN,Weary Lake,AK,Dillingham,190303060102,180.0,59.13423,-159.09282,-9.0,69876,WRYA2,NRCS,2012-09-23 00:00,2025-02-11 08:00,"['190303060103', '190303060307', '190303060601']"
2175:AL:SCAN,2175,AL,SCAN,Wedowee,GC,Randolph,031501080906,940.0,33.33168,-85.51818,-6.0,70256,WEDA1,NRCS,2010-04-10 00:00,2100-01-01 00:00,"['031501080903', '031501080904', '031501080905', '031501081006', '031501090104', '031501090105']"
2205:TX:SCAN,2205,TX,SCAN,Weslaco,GC,Hidalgo,121102080300,70.0,26.15613,-97.95894,-6.0,,WCOT2,NRCS,2013-09-16 00:00,2100-01-01 00:00,"['121102080100', '121102080600']"
2139:UT:SCAN,2139,UT,SCAN,West Summit,GC,San Juan,140300050503,6980.0,38.01394,-109.12745,-7.0,34634,WSMU1,NRCS,2007-09-18 00:00,2100-01-01 00:00,"['140300020703', '140300050501']"
2108:NM:SCAN,2108,NM,SCAN,Willow Wells,GC,Lea,120800040101,4350.0,33.53382,-103.63097,-7.0,30946,WILN5,NRCS,2005-03-12 00:00,2100-01-01 00:00,"['120800010101', '120800040103', '120800040104', '120800060203', '130600070302']"
2053:AL:SCAN,2053,AL,SCAN,Wtars,GC,Madison,060300020306,770.0,34.90159,-86.53852,-6.0,27978,WTAA1,NRCS,2002-02-04 00:00,2100-01-01 00:00,"['060300020301', '060300020302', '060300020304', '060300020305', '060300020307']"
2038:SC:SCAN,2038,SC,SCAN,Youmans Farm,GC,Hampton,030601090302,100.0,32.66667,-81.2,-5.0,,YMFS1,NRCS,1999-11-15 09:00,2100-01-01 00:00,"['030502080102', '030502080301', '030601090105', '030601090107', '030601090301']"
